NUMERO DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13428065;143116158;F-0324-1492064;01/03/2024;178,41;Mobile;6719;2
13704461;148156543;F-0224-1433906;04/02/2024;8,03;Mobile;10924;5
13704461;148156543;F-0324-1365600;04/03/2024;249;Mobile;10924;3
13630973;146671338;F-0324-1454914;04/03/2024;148,99;Fixe;8771;4
4002479;132296849;F-0324-1434146;04/03/2024;49;Mobile;188;1
12686602;135884105;F-0823-1294733;04/08/2023;49;Mobile;4606;2
13116768;142013293;F-0224-1444045;04/02/2024;249;Fixe;5558;2
13116768;142013293;F-0324-1372455;04/03/2024;249;Fixe;5558;5
13691535;147766982;F-0324-1386632;04/03/2024;249;Mobile;10593;3
13621232;146430174;F-0324-1377580;04/03/2024;99;Mobile;8678;4
13703811;148082240;F-0324-1453790;04/03/2024;148,99;Fixe;10915;1
13509342;145697051;F-0324-1442145;02/03/2024;61,65;Fixe;7406;2
13509342;145697051;F-0224-1418291;02/02/2024;148,99;Fixe;7406;2
13378546;142454256;F-0224-0194291;03/02/2024;49;Mobile;6433;5
13378546;142454256;F-0324-0100630;03/03/2024;49;Mobile;6433;3
13613521;146014972;F-0324-0075889;03/03/2024;249;Mobile;8586;4
13608788;145926483;F-0324-0171902;03/03/2024;49;Mobile;8529;1
11750196;118352311;F-0324-0078148;03/03/2024;349;Fixe;3310;2
12015716;117713674;F-0224-0169717;03/02/2024;249;Fixe;3651;2
12015716;117713674;F-0324-0067848;03/03/2024;249;Fixe;3651;5
12250673;121153706;F-0224-0067236;03/02/2024;49;Mobile;3961;3
12250673;121153706;F-0324-0087847;03/03/2024;49;Mobile;3961;4
13613092;146877572;F-0324-0922953;03/03/2024;49;Mobile;8580;1
13613092;146014230;F-0324-0044886;03/03/2024;49;Mobile;8580;2
13474691;143839888;F-0324-1361344;04/03/2024;49;Mobile;7037;2
11879006;115631223;F-0324-0188573;03/03/2024;249;Fixe;3448;5
11826868;114490572;F-0224-0015001;03/02/2024;199;Mobile;3396;3
11826868;114490572;F-0324-0083951;03/03/2024;199;Mobile;3396;4
13449952;146760682;F-0324-0113547;03/03/2024;99;Mobile;6873;1
13449952;146760682;F-0224-1010055;03/02/2024;99;Mobile;6873;2
11279635;105669259;F-0324-0187792;03/03/2024;99;Mobile;2819;2
12169060;146432261;F-0324-0664632;02/03/2024;99;Mobile;3865;5
13094633;137619340;F-1123-1218576;02/11/2023;199;Mobile;5497;3
13094633;142655829;F-0224-0642094;02/02/2024;199;Mobile;5497;4
13094633;142655829;F-0324-0690801;02/03/2024;199;Mobile;5497;1
13582827;145609060;F-0324-0652853;02/03/2024;48;Mobile;8252;2
12090508;133238300;F-0324-0736056;04/03/2024;249;Fixe;3746;2
12797330;132730834;F-0323-1183754;02/03/2023;249;Mobile;4819;5
13333477;148256678;F-0324-1268918;01/03/2024;99;Mobile;6175;3
13509864;144315406;F-0224-0600623;02/02/2024;49;Mobile;7414;4
13509864;144315406;F-0324-0663554;02/03/2024;49;Mobile;7414;1
13435047;143203919;F-0324-0622499;02/03/2024;148,99;Fixe;6768;2
12467264;125409928;F-0224-0680160;02/02/2024;99;Mobile;4291;2
12467264;125409928;F-0324-0647100;02/03/2024;99;Mobile;4291;5
13227816;140143871;F-0324-0659680;02/03/2024;49;Mobile;5839;3
12090508;118754644;F-0223-1215939;04/02/2023;123,87;Mobile;3746;4
12090508;118754644;F-0123-0758689;04/01/2023;240;Mobile;3746;1
12797330;134497265;F-0324-0691984;02/03/2024;199;Fixe;4819;2
10883927;99943021;F-0324-0748014;04/03/2024;240;Fixe;2470;2
13520963;144496964;F-0324-1299431;02/03/2024;99;Mobile;7537;5
10640516;136850022;F-0324-1222125;03/03/2024;99;Mobile;2269;3
13660772;147132332;F-0324-1276742;02/03/2024;199;Mobile;9612;4
13703633;148081880;F-0324-1315593;04/03/2024;49;Mobile;10909;1
10794980;145697814;F-0324-1304134;02/03/2024;49;Mobile;2400;2
13410365;142954627;F-0324-1254232;01/03/2024;49;Mobile;6582;2
13691739;147767353;F-0224-1171406;04/02/2024;51,36;Mobile;10598;5
13691739;147767353;F-0324-1325959;04/03/2024;199;Mobile;10598;3
13574864;145447327;F-0324-0274877;01/03/2024;48;Mobile;8169;4
12464302;125344317;F-0324-1246122;01/03/2024;49;Mobile;4287;1
10760771;103083050;F-0324-1210525;03/03/2024;69;Mobile;2374;2
10760771;103083050;F-0224-0995627;03/02/2024;69;Mobile;2374;2
13166452;143975862;F-0324-1303752;02/03/2024;49;Mobile;5685;5
13595050;145885873;F-0324-1309862;02/03/2024;49;Mobile;8375;3
13652812;146968161;F-0224-1105601;02/02/2024;154,06;Mobile;9367;4
13652812;146968161;F-0324-1289153;02/03/2024;199;Mobile;9367;1
13420296;143032207;F-0324-0387775;01/03/2024;99;Mobile;6656;2
13567157;145433308;F-0224-1091452;01/02/2024;49;Mobile;8090;2
13567157;145433308;F-0324-0345482;01/03/2024;49;Mobile;8090;5
13018909;135877856;F-0324-0392037;01/03/2024;99;Mobile;5304;3
12446780;128317700;F-0224-0248810;01/02/2024;99;Mobile;4261;4
12446780;128317700;F-0324-0324941;01/03/2024;99;Mobile;4261;1
13348030;145924601;F-0324-0263083;01/03/2024;99;Mobile;6256;2
12630777;129695232;F-0224-0735441;04/02/2024;249;Fixe;4514;2
12630777;129695232;F-0324-1312428;04/03/2024;249;Fixe;4514;5
11163281;146768169;F-0224-1087989;01/02/2024;49;Mobile;2716;3
11163281;146768169;F-0324-0376043;01/03/2024;49;Mobile;2716;4
13420296;143980582;F-0324-0315911;01/03/2024;348,96;Fixe;6656;1
12841084;133500817;F-0324-0323093;01/03/2024;49;Mobile;4904;2
12446780;124749993;F-0923-0258197;01/09/2023;99;Mobile;4261;2
12446780;124749993;F-0823-0305138;01/08/2023;99;Mobile;4261;5
12446780;124749982;F-0324-0320554;01/03/2024;99;Mobile;4261;3
13488483;144076592;F-0324-0319407;01/03/2024;199;Mobile;7138;4
13493212;144145103;F-0224-0267270;01/02/2024;49;Mobile;7206;1
13493212;144145103;F-0324-0273226;01/03/2024;49;Mobile;7206;2
13575871;145516365;F-0324-0383284;01/03/2024;49;Mobile;8185;2
12900275;134474360;F-0224-0429252;01/02/2024;199;Fixe;5042;5
12900275;134474360;F-0324-0385034;01/03/2024;199;Fixe;5042;3
13567576;145434088;F-0324-0346546;01/03/2024;249;Mobile;8100;4
12769958;132157565;F-0224-0279998;01/02/2024;249;Mobile;4751;1
12769958;132157565;F-0324-0390774;01/03/2024;249;Mobile;4751;2
12152008;119564055;F-0422-0847848;01/04/2022;240;Mobile;3839;2
12152008;119564055;F-0522-0077110;01/05/2022;240;Mobile;3839;5
12152008;138396093;F-0324-0339375;01/03/2024;99;Mobile;3839;3
13565788;145430987;F-0324-0344536;01/03/2024;49;Mobile;8067;4
13566784;145432718;F-0324-0236345;01/03/2024;249;Mobile;8082;1
6397102;130581384;F-0224-0894784;04/02/2024;99;Mobile;722;2
6397102;130581384;F-0324-0853616;04/03/2024;99;Mobile;722;2
6397102;144077928;F-0324-0834964;04/03/2024;199;Mobile;722;5
11490170;140647301;F-0324-0887685;04/03/2024;49;Mobile;3015;3
6778839;136867335;F-0324-0812902;04/03/2024;199;Fixe;808;4
3647273;136689457;F-0324-0838585;04/03/2024;199;Fixe;49;1
6397102;143532961;F-0224-0890647;04/02/2024;49;Mobile;722;2
6397102;143532961;F-0324-0844894;04/03/2024;49;Mobile;722;2
6397102;135196665;F-0224-0960738;04/02/2024;99;Mobile;722;5
6397102;135196665;F-0324-0860793;04/03/2024;99;Mobile;722;3
11655296;142959798;F-0324-0816878;04/03/2024;49;Mobile;3195;4
6778839;135951832;F-0523-1025837;04/05/2023;49;Mobile;808;1
6778839;135951832;F-0623-1060750;04/06/2023;49;Mobile;808;2
6778839;136320883;F-0723-0773581;04/07/2023;49;Mobile;808;2
6778839;136320883;F-0823-0880749;04/08/2023;49;Mobile;808;5
6102736;103559705;F-0324-0869915;04/03/2024;199;Mobile;682;3
8215658;118009970;F-0422-0973255;04/04/2022;99;Mobile;1066;4
8215658;146772019;F-0324-0805360;04/03/2024;99;Mobile;1066;1
13688707;147694180;F-0224-1022621;03/02/2024;49;Mobile;10496;2
13688707;147694180;F-0324-0907514;03/03/2024;49;Mobile;10496;2
11410612;137893596;F-0324-0886317;04/03/2024;249;Fixe;2938;5
11915066;129797829;F-0324-0849857;04/03/2024;99;Mobile;3498;3
13680713;147518993;F-0324-0906129;03/03/2024;99;Mobile;10228;4
8215658;133216932;F-0623-0719613;04/06/2023;99;Mobile;1066;1
8215658;133216932;F-0723-0732495;04/07/2023;99;Mobile;1066;2
3759516;105942909;F-0324-0871250;04/03/2024;240;Fixe;88;2
6236212;145363529;F-0224-1204983;04/02/2024;49;Mobile;705;5
6236212;145363529;F-0324-0839172;04/03/2024;49;Mobile;705;3
3449630;121248101;F-0324-0804484;04/03/2024;49;Mobile;21;4
3449630;121846230;F-0722-0618003;04/07/2022;240;Fixe;21;1
3449630;121846230;F-0822-0565998;04/08/2022;240;Fixe;21;2
3449630;121846230;F-1022-1118216;04/10/2022;740;Fixe;21;2
3449630;121893876;F-0622-0811720;04/06/2022;49;Mobile;21;5
3449630;121893876;F-0522-0841036;04/05/2022;49;Mobile;21;3
13675744;147344648;F-0224-1016895;03/02/2024;49;Mobile;10066;4
13675744;147344648;F-0324-0904697;03/03/2024;49;Mobile;10066;1
13661257;147133379;F-0324-0950319;02/03/2024;49;Mobile;9633;2
13653117;146968685;F-0324-0962168;02/03/2024;49;Mobile;9372;2
11709763;128147498;F-0324-0842497;04/03/2024;240;Fixe;3258;5
13446639;147518662;F-0224-1422687;02/02/2024;49;Mobile;6853;3
13446639;147518662;F-0324-0970948;02/03/2024;49;Mobile;6853;4
13670818;147254849;F-0324-0983920;02/03/2024;148,99;Fixe;9920;1
13679960;147517617;F-0324-0911442;03/03/2024;148,99;Fixe;10198;2
3487726;136844336;F-0324-0807647;04/03/2024;99;Mobile;28;2
13652810;146968159;F-0324-0970991;02/03/2024;49;Mobile;9366;5
13652810;146968159;F-0224-1110243;02/02/2024;53,99;Mobile;9366;3
13654843;146972877;F-0224-1107614;02/02/2024;49;Mobile;9431;4
13654843;146972877;F-0324-0951262;02/03/2024;49;Mobile;9431;1
4483218;117920876;F-0224-0940973;04/02/2024;249;Fixe;275;2
4483218;117920876;F-0324-0889039;04/03/2024;249;Fixe;275;2
13670818;147152110;F-0324-0962207;02/03/2024;148,99;Fixe;9920;5
13659085;147069091;F-0224-1146238;02/02/2024;49;Mobile;9564;3
13659085;147069091;F-0324-0988966;02/03/2024;49;Mobile;9564;4
13659085;147145474;F-0224-1147180;02/02/2024;99;Mobile;9564;1
13659085;147145474;F-0324-0950510;02/03/2024;99;Mobile;9564;2
13659085;147069092;F-0224-1115643;02/02/2024;49;Mobile;9564;2
13659085;147069092;F-0324-0951996;02/03/2024;49;Mobile;9564;5
13659085;147145651;F-0224-1128575;02/02/2024;49;Mobile;9564;3
13659085;147145651;F-0324-0951312;02/03/2024;49;Mobile;9564;4
13658634;147068292;F-0324-0960096;02/03/2024;49;Mobile;9558;1
13677943;147433777;F-0224-1026712;03/02/2024;99;Mobile;10137;2
13677943;147433777;F-0324-0941107;03/03/2024;99;Mobile;10137;2
13677943;147433778;F-0224-1019706;03/02/2024;99;Mobile;10137;5
13677943;147433778;F-0324-0935230;03/03/2024;99;Mobile;10137;3
13666429;147143310;F-0324-0973691;02/03/2024;99;Mobile;9788;4
13666429;147143311;F-0324-0959008;02/03/2024;99;Mobile;9788;1
13689602;148158345;F-0224-1361773;03/02/2024;49;Mobile;10532;2
13689602;148158345;F-0324-0921358;03/03/2024;49;Mobile;10532;2
9403318;111926488;F-0224-0967484;04/02/2024;249;Fixe;1271;5
9403318;111926488;F-0324-0893437;04/03/2024;249;Fixe;1271;3
13661452;147133786;F-0224-1104749;02/02/2024;99;Mobile;9643;4
13661452;147133786;F-0324-0951284;02/03/2024;99;Mobile;9643;1
13666429;147143309;F-0324-0966598;02/03/2024;99;Mobile;9788;2
13676156;147345528;F-0224-0989796;03/02/2024;49;Mobile;10083;2
13676156;147345528;F-0324-0932009;03/03/2024;49;Mobile;10083;5
13689602;147695731;F-0224-1003725;03/02/2024;49;Mobile;10532;3
13689602;147695731;F-0324-0935261;03/03/2024;49;Mobile;10532;4
13666021;147142596;F-0224-1139479;02/02/2024;49;Mobile;9776;1
13666021;147142596;F-0324-0960774;02/03/2024;49;Mobile;9776;2
6768876;126655430;F-0224-0869139;04/02/2024;199;Mobile;799;2
6768876;126655430;F-0324-0814891;04/03/2024;199;Mobile;799;5
6768876;125709699;F-0923-0801544;04/09/2023;249;Mobile;799;3
6768876;125709699;F-1023-0739083;04/10/2023;249;Mobile;799;4
13679420;147516490;F-0224-1033109;03/02/2024;199;Mobile;10182;1
13679420;147516490;F-0324-0909829;03/03/2024;199;Mobile;10182;2
13678434;147434659;F-0324-0926498;03/03/2024;99;Mobile;10153;2
11923857;142213406;F-0324-0859333;04/03/2024;49;Mobile;3517;5
8957327;143205221;F-0224-0975855;04/02/2024;49;Mobile;1178;3
8957327;143205221;F-0324-0856000;04/03/2024;49;Mobile;1178;4
13681715;147520769;F-0224-1015710;03/02/2024;49;Mobile;10260;1
13681715;147520769;F-0324-0923644;03/03/2024;49;Mobile;10260;2
9394158;147850859;F-0324-1410995;04/03/2024;249;Mobile;1268;2
9394158;146222431;F-0324-0820997;04/03/2024;49;Mobile;1268;5
6023427;139306648;F-0224-0912805;04/02/2024;149,01;Fixe;660;3
6023427;139306648;F-0324-0828440;04/03/2024;149,01;Fixe;660;4
3979219;141447389;F-0324-0870378;04/03/2024;199;Mobile;180;1
13676715;147431431;F-0324-0919532;03/03/2024;49;Mobile;10102;2
13683703;147604401;F-0224-0990615;03/02/2024;49;Mobile;10332;2
13683703;147604401;F-0324-0934216;03/03/2024;49;Mobile;10332;5
5033497;101027120;F-0324-0875548;04/03/2024;349;Mobile;383;3
12607927;140535842;F-0324-0900851;04/03/2024;199;Mobile;4486;4
6834784;135095046;F-0324-0843928;04/03/2024;349;Fixe;846;1
13678434;147434660;F-0324-0931397;03/03/2024;99;Mobile;10153;2
11494918;144600418;F-0324-0860976;04/03/2024;49;Mobile;3021;2
13689394;147695330;F-0224-0995521;03/02/2024;49;Mobile;10519;5
13689394;147695330;F-0324-0941140;03/03/2024;49;Mobile;10519;3
12672770;148268680;F-0324-0949003;03/03/2024;49;Mobile;4583;4
12672770;148268680;F-0224-1360743;03/02/2024;99;Mobile;4583;1
13680209;147517990;F-0324-0923122;03/03/2024;99;Mobile;10210;2
10698411;139423316;F-0324-0900676;04/03/2024;249;Mobile;2326;2
11862323;148021322;F-0324-0968428;02/03/2024;49;Mobile;3425;5
6282567;138782037;F-0224-0890636;04/02/2024;49;Mobile;707;3
6282567;138782037;F-0324-0866296;04/03/2024;49;Mobile;707;4
12672770;130088758;F-0423-0077109;03/04/2023;199;Mobile;4583;1
13670987;147252615;F-0224-1035090;03/02/2024;49;Mobile;9925;2
13670987;147252615;F-0324-0916679;03/03/2024;49;Mobile;9925;2
3750074;134065706;F-0324-0895281;04/03/2024;249;Fixe;84;5
3391132;140321144;F-0224-0892859;04/02/2024;49;Mobile;9;3
3391132;140321144;F-0324-0900696;04/03/2024;49;Mobile;9;4
13682186;147601760;F-0324-0936929;03/03/2024;99;Mobile;10275;1
13680701;147518969;F-0324-0928717;03/03/2024;49;Mobile;10227;2
13685531;147608287;F-0224-1007922;03/02/2024;49;Mobile;10398;2
13685531;147608287;F-0324-0923049;03/03/2024;49;Mobile;10398;5
11743213;148265617;F-0224-1412212;02/02/2024;99;Mobile;3296;3
11743213;148265617;F-0324-0963098;02/03/2024;99;Mobile;3296;4
4112647;97829547;F-0224-0912251;04/02/2024;49;Mobile;215;1
4112647;97829547;F-0324-0898034;04/03/2024;49;Mobile;215;2
3979236;123036236;F-0324-0862178;04/03/2024;249;Fixe;181;2
5585547;135854981;F-0324-0889202;04/03/2024;49;Mobile;523;5
13684868;147606977;F-0324-0923047;03/03/2024;49;Mobile;10372;3
13685531;147608211;F-0224-1016118;03/02/2024;49;Mobile;10398;4
13685531;147608211;F-0324-0926220;03/03/2024;49;Mobile;10398;1
13685531;147608307;F-0224-1001321;03/02/2024;49;Mobile;10398;2
13685531;147608307;F-0324-0921337;03/03/2024;49;Mobile;10398;2
13663838;147138458;F-0224-1140867;02/02/2024;49;Mobile;9712;5
13663838;147138458;F-0324-0957524;02/03/2024;49;Mobile;9712;3
13685166;147607541;F-0224-1034917;03/02/2024;49;Mobile;10380;4
13685166;147607541;F-0324-0926723;03/03/2024;49;Mobile;10380;1
13685166;147607542;F-0224-1003318;03/02/2024;49;Mobile;10380;2
13685166;147607542;F-0324-0904139;03/03/2024;49;Mobile;10380;2
6235935;145808838;F-0324-0846356;04/03/2024;99;Mobile;704;5
6235935;145808816;F-0324-0822670;04/03/2024;99;Mobile;704;3
13395134;142719070;F-0324-0924573;03/03/2024;49;Mobile;6504;4
13685166;147607553;F-0224-1033516;03/02/2024;49;Mobile;10380;1
13685166;147607553;F-0324-0928639;03/03/2024;49;Mobile;10380;2
13685166;147607552;F-0224-0997112;03/02/2024;49;Mobile;10380;2
13685166;147607552;F-0324-0919618;03/03/2024;49;Mobile;10380;5
11148202;142148999;F-0324-0807111;04/03/2024;249;Mobile;2700;3
13681175;147519810;F-0324-0936217;03/03/2024;49;Mobile;10239;4
12802583;147139521;F-0224-1033694;03/02/2024;49;Mobile;4828;1
12802583;147139521;F-0324-0945936;03/03/2024;49;Mobile;4828;2
13657066;147767800;F-0224-1151992;02/02/2024;49;Mobile;9505;2
13657066;147767800;F-0324-0988651;02/03/2024;49;Mobile;9505;5
13244642;148249292;F-0324-0924679;03/03/2024;99;Mobile;5882;3
13244642;148249292;F-0224-1354846;03/02/2024;199;Mobile;5882;4
8208717;142719677;F-0324-0807152;04/03/2024;148,99;Fixe;1059;1
13669511;147149649;F-0224-1105185;02/02/2024;99;Mobile;9887;2
13669511;147149649;F-0324-0968272;02/03/2024;99;Mobile;9887;2
5639460;145444740;F-0324-0897044;04/03/2024;49;Mobile;537;5
13657066;147025132;F-0224-1106828;02/02/2024;49;Mobile;9505;3
13657066;147025132;F-0324-0963937;02/03/2024;49;Mobile;9505;4
13657066;147764703;F-0324-0976609;02/03/2024;49;Mobile;9505;1
3914848;130903274;F-0224-0954792;04/02/2024;249;Mobile;142;2
3914848;130903274;F-0324-0888031;04/03/2024;249;Mobile;142;2
13583333;145609966;F-0324-0977241;02/03/2024;148,99;Fixe;8260;5
12089101;138017328;F-0324-0898646;04/03/2024;249;Fixe;3743;3
13662931;147136720;F-0324-0978589;02/03/2024;49;Mobile;9688;4
3808191;136870199;F-0723-1074257;04/07/2023;49;Mobile;106;1
3808191;136870199;F-0623-1058786;04/06/2023;49;Mobile;106;2
13654961;147021236;F-0324-0980641;02/03/2024;49;Mobile;9435;2
3991421;140897661;F-0324-0813524;04/03/2024;199;Mobile;184;5
3991421;139231912;F-0923-1310820;04/09/2023;49;Mobile;184;3
3991421;139231912;F-0823-1130828;04/08/2023;49;Mobile;184;4
13661020;147132872;F-0224-1127973;02/02/2024;49;Mobile;9619;1
13661020;147132872;F-0324-0977996;02/03/2024;49;Mobile;9619;2
13678171;147434210;F-0224-1035406;03/02/2024;199;Mobile;10145;2
13678171;147434210;F-0324-0918986;03/03/2024;199;Mobile;10145;5
3808191;136870198;F-0324-0865018;04/03/2024;49;Mobile;106;3
13654572;147025473;F-0224-1125324;02/02/2024;99;Mobile;9421;4
13654572;147025473;F-0324-0976277;02/03/2024;99;Mobile;9421;1
13688377;147693523;F-0224-1015326;03/02/2024;99;Mobile;10481;2
13688377;147693523;F-0324-0926631;03/03/2024;99;Mobile;10481;2
13680997;147519515;F-0224-1009316;03/02/2024;199;Mobile;10235;5
13680997;147519515;F-0324-0904654;03/03/2024;199;Mobile;10235;3
13612896;146013879;F-0324-0944694;03/03/2024;148,99;Fixe;8574;4
13669250;147149176;F-0224-1149179;02/02/2024;99;Mobile;9876;1
13669250;147149176;F-0324-0969295;02/03/2024;99;Mobile;9876;2
13654572;146971297;F-0224-1149810;02/02/2024;99;Mobile;9421;2
13654572;146971297;F-0324-0973344;02/03/2024;99;Mobile;9421;5
13618010;146223993;F-0324-0934297;03/03/2024;148,99;Fixe;8634;3
13679886;147517451;F-0224-1033611;03/02/2024;49;Mobile;10196;4
13679886;147517451;F-0324-0937753;03/03/2024;49;Mobile;10196;1
13689818;147696060;F-0324-0926635;03/03/2024;99;Mobile;10539;2
13656479;147024116;F-0224-1147529;02/02/2024;49;Mobile;9485;2
13656479;147024116;F-0324-0952549;02/03/2024;49;Mobile;9485;5
12003966;142650892;F-0324-0974170;02/03/2024;59;Mobile;3630;3
13673000;147256305;F-0224-1004809;03/02/2024;149;Mobile;9980;4
13673000;147256305;F-0324-0904078;03/03/2024;149;Mobile;9980;1
13687920;147692693;F-0324-0911858;03/03/2024;49;Mobile;10456;2
13678453;147434685;F-0224-0989409;03/02/2024;49;Mobile;10154;2
13678453;147434685;F-0324-0904110;03/03/2024;49;Mobile;10154;5
13685374;147607921;F-0224-0993416;03/02/2024;49;Mobile;10391;3
13685374;147607921;F-0324-0931438;03/03/2024;49;Mobile;10391;4
11523944;133622265;F-0324-0854999;04/03/2024;249;Fixe;3052;1
13167917;138956188;F-0224-1113504;02/02/2024;199;Mobile;5691;2
13167917;138956188;F-0324-0978750;02/03/2024;199;Mobile;5691;2
12003966;117506041;F-0324-0981148;02/03/2024;8;Mobile;3630;5
12173183;119947181;F-0224-0555255;02/02/2024;47;Mobile;3874;3
12173183;119947181;F-0324-0969740;02/03/2024;59;Mobile;3874;4
13663218;147137275;F-0324-0980186;02/03/2024;49;Mobile;9696;1
13685457;147608075;F-0224-0992224;03/02/2024;49;Mobile;10395;2
13685457;147608075;F-0324-0945128;03/03/2024;49;Mobile;10395;2
13665666;147141986;F-0324-0980196;02/03/2024;49;Mobile;9771;5
13665666;147141985;F-0324-0951590;02/03/2024;49;Mobile;9771;3
13653187;146968859;F-0224-1145300;02/02/2024;49;Mobile;9375;4
13653187;146968859;F-0324-0969788;02/03/2024;49;Mobile;9375;1
13669649;147149774;F-0224-1125788;02/02/2024;49;Mobile;9890;2
13669649;147149774;F-0324-0966615;02/03/2024;49;Mobile;9890;2
3781794;115265536;F-0324-0883952;04/03/2024;249;Fixe;97;5
3855885;142957483;F-0324-0817353;04/03/2024;49;Mobile;124;3
3781794;102460469;F-0923-0852716;04/09/2023;240;Mobile;97;4
3781794;102460469;F-0823-0812384;04/08/2023;240;Mobile;97;1
13675053;147343597;F-0224-1016007;03/02/2024;49;Mobile;10051;2
13675053;147343597;F-0324-0941502;03/03/2024;49;Mobile;10051;2
13667502;148159622;F-0224-1410697;02/02/2024;49;Mobile;9826;5
13667502;148159622;F-0324-0978392;02/03/2024;49;Mobile;9826;3
13682692;147602642;F-0324-0945419;03/03/2024;49;Mobile;10298;4
13689822;147696062;F-0224-0997524;03/02/2024;49;Mobile;10540;1
13689822;147696062;F-0324-0938361;03/03/2024;49;Mobile;10540;2
13659106;147069120;F-0224-1140341;02/02/2024;149;Mobile;9565;2
13659106;147069120;F-0324-0985984;02/03/2024;149;Mobile;9565;5
11735673;144078935;F-0324-0837536;04/03/2024;348,96;Fixe;3291;3
13507294;145345573;F-0324-0986902;02/03/2024;99;Mobile;7380;4
13680558;147518702;F-0324-0909154;03/03/2024;49;Mobile;10221;1
13667031;147144471;F-0224-1109971;02/02/2024;49;Mobile;9810;2
13667031;147144471;F-0324-0978376;02/03/2024;49;Mobile;9810;2
13667502;147145716;F-0224-1114479;02/02/2024;49;Mobile;9826;5
13667502;147145716;F-0324-0984984;02/03/2024;49;Mobile;9826;3
13667383;147145459;F-0324-0982409;02/03/2024;148,99;Fixe;9823;4
13358675;146780396;F-0324-0967590;02/03/2024;74;Mobile;6327;1
13654489;146971158;F-0224-1126122;02/02/2024;49;Mobile;9415;2
13654489;146971158;F-0324-0976711;02/03/2024;49;Mobile;9415;2
13658164;147067432;F-0224-1109929;02/02/2024;49;Mobile;9544;5
13658164;147067432;F-0324-0986279;02/03/2024;49;Mobile;9544;3
13658360;147067820;F-0224-1113324;02/02/2024;49;Mobile;9550;4
13658360;147067820;F-0324-0967186;02/03/2024;49;Mobile;9550;1
13660236;147071129;F-0324-0986594;02/03/2024;148,99;Fixe;9594;2
13661236;147133330;F-0324-0969406;02/03/2024;49;Mobile;9631;2
13165506;148260211;F-0324-0986969;02/03/2024;149;Mobile;5681;5
13660325;147071262;F-0224-1140343;02/02/2024;49;Mobile;9597;3
13660325;147071262;F-0324-0976787;02/03/2024;49;Mobile;9597;4
13686828;147610447;F-0324-0913908;03/03/2024;49;Mobile;10432;1
13654844;146973821;F-0324-0983219;02/03/2024;49;Mobile;9432;2
13671729;147254085;F-0324-0903545;03/03/2024;49;Mobile;9947;2
13652638;146967863;F-0324-0961244;02/03/2024;49;Mobile;9362;5
13666181;147142889;F-0324-0986695;02/03/2024;49;Mobile;9779;3
11732957;145608337;F-0324-0823065;04/03/2024;49;Mobile;3286;4
13656952;147024929;F-0324-0980442;02/03/2024;99;Mobile;9503;1
12172089;135154013;F-0324-0841995;04/03/2024;249;Fixe;3872;2
13536885;144777752;F-0324-0915791;03/03/2024;148,99;Fixe;7729;2
13653761;146969843;F-0324-0976036;02/03/2024;99;Mobile;9391;5
12908618;146791906;F-0224-1141093;02/02/2024;99;Mobile;5063;3
12908618;146791906;F-0324-0965268;02/03/2024;99;Mobile;5063;4
13653418;146969299;F-0224-1119206;02/02/2024;49;Mobile;9383;1
13653418;146969299;F-0324-0954181;02/03/2024;49;Mobile;9383;2
10887995;145893303;F-0324-0845967;04/03/2024;49;Mobile;2475;2
13688253;147693301;F-0224-1026622;03/02/2024;49;Mobile;10471;5
13688253;147693301;F-0324-0902645;03/03/2024;49;Mobile;10471;3
13684413;147605941;F-0224-1001113;03/02/2024;49;Mobile;10359;4
13684413;147605941;F-0324-0939617;03/03/2024;49;Mobile;10359;1
13166299;138953122;F-0324-0989161;02/03/2024;49;Mobile;5684;2
13655056;147021423;F-0324-0952456;02/03/2024;99;Mobile;9436;2
13664949;147140540;F-0224-1109164;02/02/2024;49;Mobile;9750;5
13664949;147140540;F-0324-0986087;02/03/2024;49;Mobile;9750;3
13670711;147151850;F-0324-0984324;02/03/2024;49;Mobile;9917;4
13670711;147151850;F-0224-1137685;02/02/2024;53,99;Mobile;9917;1
13440711;143301098;F-0324-0981719;02/03/2024;49;Mobile;6808;2
13661656;147134194;F-0224-1120044;02/02/2024;149;Mobile;9657;2
13661656;147134194;F-0324-0973993;02/03/2024;149;Mobile;9657;5
13656727;147024555;F-0224-1128526;02/02/2024;99;Mobile;9494;3
13656727;147024555;F-0324-0978465;02/03/2024;99;Mobile;9494;4
13689680;147695861;F-0324-0944141;03/03/2024;148,99;Fixe;10534;1
13661226;147133551;F-0324-0978486;02/03/2024;149;Mobile;9630;2
13660154;147070953;F-0324-0984111;02/03/2024;49;Mobile;9591;2
13688253;147693343;F-0224-1021024;03/02/2024;49;Mobile;10471;5
13688253;147693343;F-0324-0935016;03/03/2024;49;Mobile;10471;3
13660812;147132461;F-0224-1128148;02/02/2024;99;Mobile;9616;4
13660812;147132461;F-0324-0973815;02/03/2024;99;Mobile;9616;1
13666641;147143723;F-0224-1116161;02/02/2024;99;Mobile;9795;2
13666641;147143723;F-0324-0978510;02/03/2024;99;Mobile;9795;2
13656393;147023972;F-0324-0987262;02/03/2024;49;Mobile;9484;5
12002545;121338572;F-1122-0253792;02/11/2022;49;Mobile;3626;3
