NUMERO_DOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13515838;144457127;F-0324-0599781;02/03/2024;49;Mobile;7471;2
13515838;144457127;F-0224-0552683;02/02/2024;49;Mobile;7471;2
13355449;142146491;F-0324-0572842;02/03/2024;49;Mobile;6305;5
13525354;144598923;F-0324-0598227;02/03/2024;49;Mobile;7587;3
13525354;144598922;F-0324-0501221;02/03/2024;49;Mobile;7587;4
13500650;144238593;F-0324-0453778;01/03/2024;49;Mobile;7297;1
12114575;119062394;F-0324-0580355;02/03/2024;249;Fixe;3776;2
12109048;145074809;F-0324-0567863;02/03/2024;49;Mobile;3769;2
10907280;105091038;F-0324-0486181;01/03/2024;99;Mobile;2498;5
10907280;105091038;F-0224-0299013;01/02/2024;98;Mobile;2498;3
13526537;144601122;F-0224-0666096;02/02/2024;99;Mobile;7602;4
13526537;144601122;F-0324-0499434;02/03/2024;99;Mobile;7602;1
13432065;143508173;F-0324-0594667;02/03/2024;148,99;Fixe;6741;2
13432065;148262763;F-0224-1488236;02/02/2024;49;Mobile;6741;2
13432065;148262763;F-0324-0982294;02/03/2024;99;Mobile;6741;5
12347777;122670274;F-0324-0524716;02/03/2024;49;Mobile;4104;3
12347777;122670274;F-0224-0530261;02/02/2024;49;Mobile;4104;4
13560953;145362383;F-0224-1085990;01/02/2024;199;Mobile;7994;1
13560953;145362383;F-0324-0446370;01/03/2024;199;Mobile;7994;2
13368894;142360528;F-0324-0540969;02/03/2024;99;Mobile;6385;2
13368894;142360528;F-0224-0511490;02/02/2024;99;Mobile;6385;5
13591054;145766237;F-0324-0538387;02/03/2024;49;Mobile;8330;3
13582875;145609146;F-0324-0540147;02/03/2024;49;Mobile;8254;4
13516007;144457444;F-0224-0513866;02/02/2024;49;Mobile;7472;1
13516007;144457444;F-0324-0545295;02/03/2024;49;Mobile;7472;2
13516007;144457442;F-0324-0498991;02/03/2024;49;Mobile;7472;2
13516007;144457442;F-0224-0599041;02/02/2024;49;Mobile;7472;5
13516007;144457443;F-0324-0513886;02/03/2024;49;Mobile;7472;3
13516007;144457443;F-0224-0506855;02/02/2024;49;Mobile;7472;4
12984943;135477837;F-0324-0525812;02/03/2024;249;Fixe;5235;1
13488432;144076506;F-0224-0377651;01/02/2024;49;Mobile;7136;2
13488432;144076506;F-0324-0418632;01/03/2024;49;Mobile;7136;2
13517328;144459849;F-0324-0532689;02/03/2024;49;Mobile;7488;5
10975359;118816324;F-0224-0632437;02/02/2024;99;Mobile;2538;3
10975359;118816324;F-0324-0516469;02/03/2024;99;Mobile;2538;4
11022019;101620062;F-0324-0516503;02/03/2024;240;Fixe;2576;1
11022019;101620062;F-0224-0613034;02/02/2024;240;Fixe;2576;2
12640571;129800070;F-0224-0252084;01/02/2024;99;Mobile;4531;2
12640571;129800070;F-0324-0432929;01/03/2024;99;Mobile;4531;5
13301324;141222567;F-0324-0533324;02/03/2024;49;Mobile;6066;3
13301324;141222567;F-0224-0526665;02/02/2024;49;Mobile;6066;4
12230100;120784671;F-0324-0583761;02/03/2024;240;Fixe;3933;1
13373552;142429195;F-0324-0539702;02/03/2024;49;Mobile;6415;2
10959565;126663589;F-0224-0370567;01/02/2024;49;Mobile;2527;2
10959565;126663589;F-0324-0453233;01/03/2024;49;Mobile;2527;5
11310653;117594990;F-0324-0446509;01/03/2024;49;Mobile;2844;3
13355931;146964233;F-0324-0961414;02/03/2024;99;Mobile;6312;4
13355931;142147358;F-0324-0501554;02/03/2024;49;Mobile;6312;1
13355931;142147358;F-0224-0704508;02/02/2024;49;Mobile;6312;2
13490665;144080464;F-0224-0377659;01/02/2024;49;Mobile;7168;2
13490665;144080464;F-0324-0465928;01/03/2024;49;Mobile;7168;5
13136698;138513648;F-0324-0473977;01/03/2024;45;Mobile;5604;3
13374228;142430463;F-0324-0501325;02/03/2024;249;Fixe;6418;4
10797103;98799986;F-0324-0511477;02/03/2024;49;Mobile;2402;1
10797103;98799986;F-0224-0696955;02/02/2024;49;Mobile;2402;2
13421131;145347293;F-0224-0314188;01/02/2024;99;Mobile;6663;2
13421131;145347293;F-0324-0447357;01/03/2024;99;Mobile;6663;5
10840442;149429442;F-0324-1495540;01/03/2024;6,44;Mobile;2432;3
10840442;99404993;F-0324-0486331;01/03/2024;99;Mobile;2432;4
13335246;141929891;F-0224-0409466;01/02/2024;49;Mobile;6185;1
13335246;141929891;F-0324-0432330;01/03/2024;49;Mobile;6185;2
13299376;141218457;F-0324-0513699;02/03/2024;148,99;Fixe;6058;2
13168013;138956355;F-0324-0543273;02/03/2024;49;Mobile;5692;5
13501201;144239526;F-0224-0295312;01/02/2024;49;Mobile;7303;3
13501201;144239526;F-0324-0417681;01/03/2024;49;Mobile;7303;4
13502126;144241562;F-0224-0300711;01/02/2024;49;Mobile;7316;1
13502126;144241562;F-0324-0469787;01/03/2024;49;Mobile;7316;2
13433402;143200937;F-0224-1118742;02/02/2024;49;Mobile;6748;2
13433402;146667922;F-0324-0507933;02/03/2024;49;Mobile;6748;5
13433402;146667922;F-0224-1135191;02/02/2024;49;Mobile;6748;3
10727551;97961275;F-0324-0484018;01/03/2024;199;Mobile;2350;4
13518423;144492385;F-0324-0499685;02/03/2024;49;Mobile;7507;1
13518423;144492385;F-0224-0579854;02/02/2024;49;Mobile;7507;2
12110522;119053379;F-0224-0619164;02/02/2024;49;Mobile;3772;2
12110522;119053379;F-0324-0529260;02/03/2024;49;Mobile;3772;5
13493867;144146180;F-0224-0307398;01/02/2024;49;Mobile;7213;3
13493867;144146180;F-0324-0419541;01/03/2024;49;Mobile;7213;4
13493867;144146741;F-0224-0346485;01/02/2024;49;Mobile;7213;1
13493867;144146741;F-0324-0316538;01/03/2024;49;Mobile;7213;2
11179227;104377175;F-0324-0444693;01/03/2024;240;Mobile;2733;2
13499112;144235945;F-0224-0376787;01/02/2024;49;Mobile;7283;5
13499112;144235945;F-0324-0452457;01/03/2024;49;Mobile;7283;3
13499112;144236384;F-0224-0312701;01/02/2024;49;Mobile;7283;4
13499112;144235946;F-0224-0309596;01/02/2024;49;Mobile;7283;1
13499112;144235946;F-0324-0283162;01/03/2024;49;Mobile;7283;2
13499112;144236384;F-0324-0443854;01/03/2024;49;Mobile;7283;2
13213962;139892029;F-0224-0233207;01/02/2024;49;Mobile;5805;5
13213962;139892029;F-0324-0460584;01/03/2024;49;Mobile;5805;3
13501517;144240449;F-0324-0314775;01/03/2024;49;Mobile;7307;4
13501517;144240449;F-0224-0444402;01/02/2024;49;Mobile;7307;1
13501517;144240288;F-0224-0344306;01/02/2024;49;Mobile;7307;2
13501517;144240288;F-0324-0420982;01/03/2024;49;Mobile;7307;2
13498216;144154139;F-0324-0443553;01/03/2024;49;Mobile;7276;5
12918893;134512933;F-0324-0583133;02/03/2024;149,01;Fixe;5091;3
12971035;135291435;F-0324-0565762;02/03/2024;49;Mobile;5206;4
13293204;142358779;F-0324-0569765;02/03/2024;199;Mobile;6035;1
13293204;141084764;F-1223-1339224;02/12/2023;49;Mobile;6035;2
13424300;143039327;F-0324-0461266;01/03/2024;99;Mobile;6688;2
13516062;144457555;F-0224-0549751;02/02/2024;49;Mobile;7474;5
13516062;144457555;F-0324-0533188;02/03/2024;49;Mobile;7474;3
13348503;142013779;F-0224-0342979;01/02/2024;99;Mobile;6260;4
13348503;142013779;F-0324-0428754;01/03/2024;99;Mobile;6260;1
13096701;137627805;F-0324-0496561;02/03/2024;49;Mobile;5504;2
10843923;99504276;F-0224-0368693;01/02/2024;199;Mobile;2435;2
10843923;99504276;F-0324-0451736;01/03/2024;199;Mobile;2435;5
13581880;145607359;F-0324-0539245;02/03/2024;49;Mobile;8243;3
13435327;143204488;F-0224-0603258;02/02/2024;49;Mobile;6769;4
13435327;143204488;F-0324-0568491;02/03/2024;49;Mobile;6769;1
13513504;144392549;F-0324-0595972;02/03/2024;49;Mobile;7453;2
13506733;144309654;F-0224-0341425;01/02/2024;49;Mobile;7373;2
13506733;144309654;F-0324-0452495;01/03/2024;49;Mobile;7373;5
12477372;125551620;F-0324-0549330;02/03/2024;240;Fixe;4304;3
11940320;116735310;F-0324-0525001;02/03/2024;249;Fixe;3543;4
13148993;138712559;F-0324-0537761;02/03/2024;49;Mobile;5639;1
13148993;138712559;F-0224-0598839;02/02/2024;49;Mobile;5639;2
13066172;136864684;F-0324-0416572;01/03/2024;49;Mobile;5420;2
13068497;136868917;F-0324-0430008;01/03/2024;249;Fixe;5424;5
12299537;121980683;F-0324-0524571;02/03/2024;349;Fixe;4036;3
12299537;121980683;F-0224-0596561;02/02/2024;349;Fixe;4036;4
13289664;140900078;F-0224-0700709;02/02/2024;249;Mobile;6019;1
13289664;140900078;F-0324-0512755;02/03/2024;249;Mobile;6019;2
11862771;115263691;F-0324-0518899;02/03/2024;240;Mobile;3426;2
11874174;115489841;F-0324-0520819;02/03/2024;249;Fixe;3439;5
13511005;144387738;F-0324-0544650;02/03/2024;49;Mobile;7428;3
12243474;121015832;F-0324-0607330;02/03/2024;249;Fixe;3947;4
13525108;144598425;F-0324-0545328;02/03/2024;49;Mobile;7582;1
12302040;121986292;F-0324-0608953;02/03/2024;49;Mobile;4040;2
12302040;121986292;F-0224-0560737;02/02/2024;49;Mobile;4040;2
13090526;137530762;F-0324-0603895;02/03/2024;99;Mobile;5484;5
13590112;145764666;F-0324-0540110;02/03/2024;49;Mobile;8322;3
10636174;110923846;F-0324-0609175;02/03/2024;49;Mobile;2265;4
10636174;107560336;F-0721-0709825;02/07/2021;199;Mobile;2265;1
10636174;107560336;F-0821-0486077;02/08/2021;49;Mobile;2265;2
13446367;143431877;F-0324-0592425;02/03/2024;148,99;Fixe;6847;2
13523322;144514776;F-0324-0546119;02/03/2024;49;Mobile;7567;5
13596536;145888746;F-0324-0603408;02/03/2024;49;Mobile;8395;3
13563606;145367012;F-0224-1044791;01/02/2024;199;Mobile;8032;4
13563606;145367012;F-0324-0444088;01/03/2024;199;Mobile;8032;1
13445833;143430872;F-0324-0602414;02/03/2024;49;Mobile;6837;2
13434173;143202322;F-0324-0593410;02/03/2024;249;Mobile;6759;2
13434173;143202322;F-0224-1152635;02/02/2024;249;Mobile;6759;5
13485912;144044402;F-0224-0237684;01/02/2024;199;Mobile;7109;3
13485912;144044402;F-0324-0467702;01/03/2024;199;Mobile;7109;4
13585814;145696599;F-0324-0601378;02/03/2024;49;Mobile;8282;1
12420575;123983533;F-0324-0580017;02/03/2024;249;Fixe;4228;2
13500655;144238600;F-0224-0266396;01/02/2024;199;Mobile;7298;2
13500655;144238600;F-0324-0443658;01/03/2024;199;Mobile;7298;5
13648641;146929209;F-0224-1078604;01/02/2024;49;Mobile;9250;3
13648641;146929209;F-0324-1042647;01/03/2024;49;Mobile;9250;4
11983481;146968205;F-0324-1060599;04/03/2024;99;Mobile;3601;1
13636553;146787265;F-0324-1039732;01/03/2024;49;Mobile;8905;2
13636553;146787177;F-0224-1076767;01/02/2024;49;Mobile;8905;2
13636553;146787177;F-0324-1017135;01/03/2024;49;Mobile;8905;5
12453781;147256620;F-0324-1019116;01/03/2024;49;Mobile;4273;3
12453781;147256023;F-0224-1087379;01/02/2024;49;Mobile;4273;4
12453781;147256023;F-0324-1026373;01/03/2024;49;Mobile;4273;1
13637462;146789097;F-0224-1049457;01/02/2024;199;Mobile;8930;2
13637462;146789097;F-0324-1033933;01/03/2024;199;Mobile;8930;2
13633614;146756765;F-0224-1088555;01/02/2024;49;Mobile;8814;5
13633614;146756765;F-0324-1016807;01/03/2024;49;Mobile;8814;3
13421411;143034024;F-0324-1012794;01/03/2024;99;Mobile;6665;4
11098017;147134549;F-0324-1553235;04/03/2024;917,68;Fixe;2646;1
11098017;147134549;F-0224-1190936;04/02/2024;152,6;Fixe;2646;2
11098017;147434226;F-0324-1062331;04/03/2024;49;Mobile;2646;2
11098017;147434226;F-0224-1196349;04/02/2024;49;Mobile;2646;5
13637418;146790078;F-0224-1060945;01/02/2024;49;Mobile;8926;3
13637418;146790078;F-0324-1041993;01/03/2024;49;Mobile;8926;4
11126348;103261039;F-0224-0270073;01/02/2024;99;Mobile;2673;1
11126348;103261039;F-0124-0308059;01/01/2024;99;Mobile;2673;2
11126348;108388804;F-0224-1086948;01/02/2024;119;Mobile;2673;2
11126348;108388804;F-0324-0999516;01/03/2024;99;Mobile;2673;5
11126348;128455369;F-0923-1355873;01/09/2023;949,01;Fixe;2673;3
11126348;128455369;F-0723-0369431;01/07/2023;449;Fixe;2673;4
11126348;128455369;F-0623-0258005;01/06/2023;449;Fixe;2673;1
11722028;146927297;F-0324-1061991;04/03/2024;49;Mobile;3277;2
11722028;135764576;F-0623-1275584;04/06/2023;199;Fixe;3277;2
11722028;135764576;F-0523-1242170;04/05/2023;199;Fixe;3277;5
11722028;135764576;F-0823-1255952;04/08/2023;699;Fixe;3277;3
13646123;146884403;F-0324-1031445;01/03/2024;148;Mobile;9170;4
13650500;146964147;F-0224-1047136;01/02/2024;49;Mobile;9294;1
13650500;146964147;F-0324-1039550;01/03/2024;49;Mobile;9294;2
13650500;146963678;F-0324-1038883;01/03/2024;49;Mobile;9294;2
13650500;146963678;F-0224-1081151;01/02/2024;49;Mobile;9294;5
11706396;147150952;F-0324-0990894;02/03/2024;49;Mobile;3255;3
13635698;146785640;F-0224-1058553;01/02/2024;49;Mobile;8882;4
13635698;146785640;F-0324-1024126;01/03/2024;49;Mobile;8882;1
13654586;146971323;F-0224-1147013;02/02/2024;49;Mobile;9422;2
13654586;146971323;F-0324-0990563;02/03/2024;49;Mobile;9422;2
13349714;147520226;F-0324-1044650;01/03/2024;49;Mobile;6265;5
13349714;142015931;F-0224-1040267;01/02/2024;59;Mobile;6265;3
9775367;147024604;F-0224-1206045;04/02/2024;49;Mobile;1528;4
9775367;147024604;F-0324-1060211;04/03/2024;49;Mobile;1528;1
13637890;146789859;F-0324-1042349;01/03/2024;49;Mobile;8948;2
13647626;146927444;F-0324-1038502;01/03/2024;49;Mobile;9215;2
12285653;149124409;F-0324-1066172;04/03/2024;49;Mobile;4014;5
12285653;140965807;F-0124-1394419;04/01/2024;49;Mobile;4014;3
13637835;146789763;F-0224-1089874;01/02/2024;49;Mobile;8945;4
13637835;146789763;F-0324-1035459;01/03/2024;49;Mobile;8945;1
13648493;146928948;F-0224-1046973;01/02/2024;199;Mobile;9243;2
13648493;146928948;F-0324-1022546;01/03/2024;199;Mobile;9243;2
9542021;133111412;F-0324-1426347;04/03/2024;49;Mobile;1336;5
9542021;133111412;F-0224-0861203;04/02/2024;49;Mobile;1336;3
9542021;148273784;F-0324-1064050;04/03/2024;49;Mobile;1336;4
13647177;148267631;F-0224-1493085;01/02/2024;149;Mobile;9199;1
13647177;148267631;F-0324-1026484;01/03/2024;199;Mobile;9199;2
13283885;140889310;F-0324-1012688;01/03/2024;219;Mobile;5994;2
13429611;143193930;F-0324-0307793;01/03/2024;49;Mobile;6730;5
13429611;145920683;F-0324-1013314;01/03/2024;148,99;Fixe;6730;3
13648111;146928287;F-0224-1095316;01/02/2024;49;Mobile;9230;4
13648111;146928287;F-0324-1043274;01/03/2024;49;Mobile;9230;1
3916015;136041286;F-0224-1455685;04/02/2024;104;Mobile;143;2
3916015;136041286;F-0324-1057888;04/03/2024;49;Mobile;143;2
13648351;146928677;F-0224-1079216;01/02/2024;199;Mobile;9233;5
13648351;146928677;F-0324-1034560;01/03/2024;199;Mobile;9233;3
13648394;146928747;F-0324-1034568;01/03/2024;98;Mobile;9236;4
6574743;136210707;F-0324-1057926;04/03/2024;49;Mobile;760;1
9479696;139803905;F-0124-0738313;04/01/2024;49;Mobile;1293;2
9479696;139803905;F-1223-0824932;04/12/2023;49;Mobile;1293;2
9479696;139803869;F-0324-1058024;04/03/2024;59;Mobile;1293;5
13642623;146877624;F-0224-1048866;01/02/2024;49;Mobile;9082;3
13642623;146877624;F-0324-1020637;01/03/2024;49;Mobile;9082;4
13636349;146786821;F-0324-1017927;01/03/2024;199;Mobile;8897;1
13655394;147022098;F-0224-1152819;02/02/2024;49;Mobile;9448;2
13655394;147022098;F-0324-0990681;02/03/2024;49;Mobile;9448;2
13643445;146879208;F-0324-1041041;01/03/2024;49;Mobile;9099;5
13643445;146879208;F-0224-1037968;01/02/2024;49;Mobile;9099;3
13647483;146927187;F-0324-1023336;01/03/2024;49;Mobile;9207;4
13656284;147023750;F-0324-0991379;02/03/2024;49;Mobile;9481;1
13656284;147023750;F-0224-1143215;02/02/2024;49;Mobile;9481;2
5917843;147938040;F-0324-1062640;04/03/2024;49;Mobile;624;2
13635944;146786138;F-0324-1041837;01/03/2024;149;Mobile;8889;5
13410170;142954287;F-0324-1013139;01/03/2024;49;Mobile;6581;3
13648447;146928851;F-0224-1066916;01/02/2024;49;Mobile;9238;4
13648447;146928851;F-0324-1022326;01/03/2024;49;Mobile;9238;1
13633782;146757895;F-0324-1016019;01/03/2024;49;Mobile;8819;2
13144141;144064547;F-0324-1523622;01/03/2024;99;Mobile;5626;2
12030806;117963039;F-0324-1531578;04/03/2024;60,1;Fixe;3662;5
10715800;110654843;F-0324-1519467;01/03/2024;34,35;Fixe;2338;3
13567968;145434766;F-0324-1538828;01/03/2024;247,99;Fixe;8107;4
13233251;140234160;F-0324-1514127;02/03/2024;99,5;Mobile;5857;1
11028412;123983356;F-0324-1546528;02/03/2024;188,9;Fixe;2580;2
13075233;136961003;F-0324-1542056;01/03/2024;606,89;Fixe;5442;2
13570818;145440179;F-0324-1542085;01/03/2024;1012,12;Fixe;8137;5
12849068;133616933;F-0224-1137181;02/02/2024;186,75;Fixe;4927;3
12849068;133616933;F-0324-1515590;02/03/2024;6,44;Fixe;4927;4
13404232;142916884;F-0124-1137975;04/01/2024;148,99;Fixe;6547;1
13404232;142916884;F-1223-1141617;04/12/2023;148,99;Fixe;6547;2
13404232;142916884;F-0324-1548617;04/03/2024;300;Fixe;6547;2
11762106;146768086;F-0324-1517466;02/03/2024;149;Mobile;3323;5
9576874;138516408;F-0324-1552401;04/03/2024;551,76;Fixe;1360;3
9576874;138516408;F-0224-0908856;04/02/2024;148,99;Fixe;1360;4
12741133;131628178;F-0324-1536933;03/03/2024;74,25;Mobile;4697;1
12760715;131960564;F-0224-0738797;04/02/2024;261,75;Fixe;4729;2
12760715;131960564;F-0324-1531784;04/03/2024;72,21;Fixe;4729;2
13654803;146971770;F-0324-1545792;02/03/2024;247,99;Fixe;9430;5
11626429;110645984;F-0224-0199311;03/02/2024;349;Fixe;3161;3
11626429;110645984;F-0324-1513268;03/03/2024;168,48;Fixe;3161;4
13603173;145916415;F-0324-1536673;03/03/2024;199;Mobile;8457;1
13035804;136091089;F-0124-0577020;02/01/2024;199;Fixe;5352;2
13035804;136091089;F-0224-0717366;02/02/2024;199;Fixe;5352;2
13035804;136091089;F-0324-1554733;02/03/2024;499;Fixe;5352;5
13238471;140324324;F-0324-1537566;03/03/2024;99;Mobile;5868;3
13374939;149436209;F-0324-1513721;02/03/2024;49;Mobile;6420;4
12408227;149429302;F-0324-1514192;02/03/2024;345,55;Fixe;4212;1
11747039;112725481;F-0324-1535216;03/03/2024;240;Mobile;3303;2
13687005;147610738;F-0224-1032619;03/02/2024;147,06;Fixe;10442;2
13687005;147610738;F-0324-1537059;03/03/2024;596,62;Fixe;10442;5
13350677;142017623;F-0324-1539525;01/03/2024;128,78;Fixe;6270;3
13423145;143037358;F-0224-0272806;01/02/2024;148,99;Fixe;6680;4
13423145;143037358;F-0124-1051572;01/01/2024;148,99;Fixe;6680;1
13423145;143037358;F-0324-1554063;01/03/2024;499;Fixe;6680;2
12942750;134958143;F-1223-0739906;04/12/2023;449;Fixe;5142;2
12942750;134958143;F-0324-1549900;04/03/2024;449;Fixe;5142;5
12942750;134958143;F-0224-1506303;04/02/2024;449;Fixe;5142;3
12942750;134958143;F-0124-0855270;04/01/2024;449;Fixe;5142;4
11639509;121995257;F-0324-1519193;01/03/2024;180,52;Fixe;3180;1
13534125;144692455;F-1223-0955405;03/12/2023;163,56;Fixe;7684;2
13534125;144692455;F-0124-0928990;03/01/2024;148,99;Fixe;7684;2
13534125;144692455;F-0324-1555663;03/03/2024;499;Fixe;7684;5
12977517;135383267;F-0324-1546844;02/03/2024;553,9;Fixe;5217;3
13442165;146591854;F-0224-1426093;02/02/2024;49;Mobile;6818;4
13442165;146591854;F-0124-1454067;02/01/2024;49;Mobile;6818;1
13442165;146591854;F-0324-1546864;02/03/2024;69;Mobile;6818;2
12673772;130090680;F-0224-0950859;04/02/2024;249;Fixe;4588;2
12673772;130090680;F-0324-1527179;04/03/2024;94,45;Fixe;4588;5
13120089;138236267;F-0324-1547506;04/03/2024;515,8;Fixe;5566;3
13120089;138236267;F-0224-0838341;04/02/2024;148,99;Fixe;5566;4
9512097;134775395;F-0324-1529391;04/03/2024;98;Mobile;1316;1
13022206;135884249;F-0224-0284286;01/02/2024;249;Mobile;5310;2
13022206;135884249;F-0324-1541424;01/03/2024;551,52;Mobile;5310;2
13520354;144495959;F-0124-1350229;02/01/2024;148,99;Fixe;7528;5
13520354;144495959;F-0224-1408987;02/02/2024;148,99;Fixe;7528;3
13520354;144495959;F-0324-1554872;02/03/2024;499;Fixe;7528;4
5808723;135521342;F-0324-1556709;04/03/2024;300;Fixe;581;1
5808723;135521342;F-0224-1461094;04/02/2024;149,01;Fixe;581;2
5808723;135521342;F-1223-1429871;04/12/2023;149,01;Fixe;581;2
5808723;135521342;F-0124-1384695;04/01/2024;149,01;Fixe;581;5
13387543;149457040;F-0224-1510607;03/02/2024;689;Mobile;6472;3
13387543;149457040;F-0324-1511690;03/03/2024;309;Mobile;6472;4
13151948;138777594;F-0224-0672348;02/02/2024;48;Mobile;5645;1
13151948;138777594;F-0324-0569311;02/03/2024;49;Mobile;5645;2
11299319;106027536;F-0324-0378475;01/03/2024;49;Mobile;2836;2
11299319;106337360;F-0723-0416655;01/07/2023;49;Mobile;2836;5
11299319;106337360;F-0623-0411961;01/06/2023;49;Mobile;2836;3
11299319;117131614;F-0324-0487620;01/03/2024;99;Mobile;2836;4
13489272;144077941;F-0224-0298773;01/02/2024;99;Mobile;7150;1
13489272;144077941;F-0324-0454635;01/03/2024;99;Mobile;7150;2
13503652;144244206;F-0324-0454678;01/03/2024;148,99;Fixe;7335;2
13519840;144494968;F-0324-0596208;02/03/2024;199;Mobile;7523;5
10614451;141939722;F-0324-0440459;01/03/2024;249;Mobile;2248;3
13518018;144461432;F-0224-0602160;02/02/2024;47;Mobile;7504;4
13518018;144461432;F-0324-0598598;02/03/2024;49;Mobile;7504;1
13296611;141153196;F-0324-0564588;02/03/2024;199;Mobile;6047;2
12592998;128888346;F-0324-0524286;02/03/2024;249;Mobile;4467;2
13298110;141217505;F-0224-0700640;02/02/2024;49;Mobile;6053;5
13298110;141217505;F-0324-0564597;02/03/2024;49;Mobile;6053;3
13037448;136134562;F-0723-0558250;02/07/2023;49;Mobile;5356;4
13037448;136134562;F-0623-0983772;02/06/2023;49;Mobile;5356;1
13037448;137531029;F-0324-0601102;02/03/2024;199;Mobile;5356;2
12966188;135242984;F-0324-0592014;02/03/2024;49;Mobile;5197;2
12966188;135242984;F-0224-0688197;02/02/2024;49;Mobile;5197;5
13497238;144152389;F-0324-0441562;01/03/2024;49;Mobile;7256;3
13497238;144152389;F-0224-0300696;01/02/2024;49;Mobile;7256;4
13486605;144073607;F-0324-0468809;01/03/2024;49;Mobile;7120;1
13489831;144078812;F-0224-0316558;01/02/2024;49;Mobile;7160;2
13489831;144078812;F-0324-0469846;01/03/2024;49;Mobile;7160;2
13496796;144151555;F-0324-0468848;01/03/2024;49;Mobile;7251;5
13588421;145701406;F-0324-0505779;02/03/2024;149;Mobile;8313;3
13443496;143366354;F-0324-0506634;02/03/2024;99;Mobile;6824;4
11238081;105190283;F-0324-0490819;01/03/2024;49;Mobile;2786;1
11238081;105190283;F-0224-0480246;01/02/2024;49;Mobile;2786;2
13027288;144496939;F-0324-0469192;01/03/2024;49;Mobile;5331;2
13562702;145365367;F-0324-0447524;01/03/2024;99;Mobile;8020;5
13562702;145365367;F-0224-1083548;01/02/2024;99;Mobile;8020;3
11067215;102307128;F-0224-0372387;01/02/2024;199;Mobile;2617;4
11067215;102307128;F-0324-0455254;01/03/2024;199;Mobile;2617;1
13274396;140688299;F-0324-0440508;01/03/2024;49;Mobile;5971;2
13145321;138646174;F-0324-0431485;01/03/2024;49;Mobile;5630;2
13424065;143038908;F-0324-0473190;01/03/2024;49;Mobile;6686;5
13345329;142008160;F-0224-0283413;01/02/2024;49;Mobile;6245;3
13345329;142008160;F-0324-0440580;01/03/2024;49;Mobile;6245;4
12105660;118964156;F-0324-0481136;01/03/2024;49;Mobile;3765;1
12105660;118964156;F-0224-1061097;01/02/2024;49;Mobile;3765;2
12105660;118964295;F-0523-0223704;01/05/2023;49;Mobile;3765;2
12105660;118964295;F-0423-0346736;01/04/2023;49;Mobile;3765;5
12105660;135155332;F-0523-0896163;01/05/2023;199;Mobile;3765;3
12105660;135155332;F-0623-0349108;01/06/2023;199;Mobile;3765;4
13517898;144461122;F-0324-0500424;02/03/2024;49;Mobile;7500;1
13517898;144461122;F-0224-0512871;02/02/2024;49;Mobile;7500;2
11537049;109294812;F-0324-0483119;01/03/2024;240;Fixe;3067;2
11537049;134384908;F-0423-0809577;01/04/2023;99;Mobile;3067;5
11537049;134384908;F-0323-0928618;01/03/2023;99;Mobile;3067;3
13031496;143978023;F-0324-0502250;02/03/2024;148,99;Fixe;5344;4
13511343;144388369;F-0324-0535496;02/03/2024;49;Mobile;7433;1
13521787;144511848;F-0324-0513011;02/03/2024;249;Fixe;7543;2
13524622;144597538;F-0324-0513022;02/03/2024;49;Mobile;7578;2
12646233;146759651;F-0124-1465001;01/01/2024;134;Mobile;4540;5
12646233;146759651;F-0224-1093176;01/02/2024;49;Mobile;4540;3
12646233;135199703;F-0324-0473788;01/03/2024;249;Fixe;4540;4
13644947;146882250;F-0324-1022732;01/03/2024;49;Mobile;9139;1
12897197;134461491;F-0224-1039920;01/02/2024;109;Mobile;5034;2
12897197;134461491;F-0324-1009343;01/03/2024;99;Mobile;5034;2
13069954;146968154;F-0224-1042265;01/02/2024;49;Mobile;5430;5
13069954;146968154;F-0324-1017816;01/03/2024;49;Mobile;5430;3
13648913;146929714;F-0324-1028976;01/03/2024;49;Mobile;9255;4
13643521;146879582;F-0224-1075184;01/02/2024;49;Mobile;9102;1
13643521;146879582;F-0324-1019107;01/03/2024;49;Mobile;9102;2
13660714;147133022;F-0324-0990257;02/03/2024;199;Mobile;9608;2
10728080;117130198;F-0324-0993633;01/03/2024;49;Mobile;2351;5
13651283;146965199;F-0224-1098261;01/02/2024;49;Mobile;9325;3
13651283;146965199;F-0324-1021857;01/03/2024;49;Mobile;9325;4
13651283;146965194;F-0224-1050355;01/02/2024;99;Mobile;9325;1
13651283;146965194;F-0324-1039497;01/03/2024;99;Mobile;9325;2
13667943;147146848;F-0224-1109267;02/02/2024;49;Mobile;9836;2
13667943;147146848;F-0324-0990393;02/03/2024;49;Mobile;9836;5
13650156;146963051;F-0224-1043431;01/02/2024;149;Mobile;9286;3
13650156;146963051;F-0324-1021087;01/03/2024;149;Mobile;9286;4
13650156;146963050;F-0324-1017814;01/03/2024;149;Mobile;9286;1
13650156;146963050;F-0224-1044552;01/02/2024;149;Mobile;9286;2
11158878;112564583;F-0324-1045728;04/03/2024;199;Mobile;2712;2
13650993;146964542;F-0324-1041347;01/03/2024;49;Mobile;9310;5
13647192;146926624;F-0224-1065798;01/02/2024;49;Mobile;9200;3
13647192;146926624;F-0324-1029226;01/03/2024;49;Mobile;9200;4
13641519;146875706;F-0224-1057682;01/02/2024;49;Mobile;9053;1
