NUMERODOSSIER;type_creance;numero_de_creance;Date_echeance;total_creance;Nature_crence;iddebiteur;type_creance
13606593;145922467;F-0324-0187590;03/03/2024;49;Mobile;8507;3
13601333;145897967;F-0324-0073716;03/03/2024;49;Mobile;8439;4
13047235;136321428;F-0324-0099982;03/03/2024;199;Fixe;5379;1
13541434;144906327;F-0224-0079463;03/02/2024;49;Mobile;7780;2
13541434;144906327;F-0324-0161597;03/03/2024;49;Mobile;7780;2
13143100;138580270;F-0324-0468387;01/03/2024;249;Fixe;5623;5
13507416;144311152;F-0224-0631850;02/02/2024;49;Mobile;7382;3
13507416;144311152;F-0324-0595440;02/03/2024;49;Mobile;7382;4
13507416;144311151;F-0224-0583503;02/02/2024;49;Mobile;7382;1
13507416;144311151;F-0324-0533142;02/03/2024;49;Mobile;7382;2
11658758;111229090;F-0224-0601588;02/02/2024;49;Mobile;3199;2
11658758;111229090;F-0324-0530035;02/03/2024;49;Mobile;3199;5
13565184;145369795;F-0324-0465120;01/03/2024;49;Mobile;8059;3
13517813;144460923;F-0224-0518358;02/02/2024;49;Mobile;7493;4
13517813;144460923;F-0324-0514692;02/03/2024;49;Mobile;7493;1
13643711;146879927;F-0224-1045869;01/02/2024;49;Mobile;9111;2
13643711;146879927;F-0324-1027454;01/03/2024;49;Mobile;9111;2
8786955;147253259;F-0224-1199549;04/02/2024;49;Mobile;1137;5
8786955;147253259;F-0324-1060928;04/03/2024;49;Mobile;1137;3
13649041;146929973;F-0224-1065917;01/02/2024;49;Mobile;9261;4
13649041;146929973;F-0324-1032769;01/03/2024;49;Mobile;9261;1
11498066;108575966;F-0324-0509418;02/03/2024;240;Fixe;3023;2
13593085;145810141;F-0324-0505796;02/03/2024;199;Mobile;8351;2
13364010;146763010;F-0224-1116614;02/02/2024;49;Mobile;6361;5
13364010;146763010;F-0324-0540698;02/03/2024;49;Mobile;6361;3
12059473;140670874;F-0823-1268065;02/08/2023;49;Mobile;3704;4
12059473;140670874;F-0923-1258386;02/09/2023;99;Mobile;3704;1
12059473;118352266;F-0324-0527512;02/03/2024;249;Fixe;3704;2
13442764;143365071;F-0324-0604233;02/03/2024;49;Mobile;6821;2
8786955;148246598;F-0224-1499880;04/02/2024;49;Mobile;1137;5
8786955;148246598;F-0324-1058047;04/03/2024;99;Mobile;1137;3
13636897;146788073;F-0324-1031925;01/03/2024;49;Mobile;8913;4
9784591;145900298;F-0324-1059640;04/03/2024;14899;Fixe;1536;1
13704553;148156812;F-0324-1050113;04/03/2024;14899;Fixe;10926;2
3985751;147253291;F-0224-1199447;04/02/2024;99;Mobile;183;2
3985751;147253291;F-0324-1067120;04/03/2024;99;Mobile;183;5
12636364;147852509;F-0324-1024370;01/03/2024;14899;Fixe;4523;3
13639049;146792018;F-0224-1071684;01/02/2024;49;Mobile;8988;4
13639049;146792018;F-0324-1037137;01/03/2024;49;Mobile;8988;1
13138818;138517595;F-0324-1011002;01/03/2024;5399;Mobile;5610;2
13635052;146784491;F-0224-1061756;01/02/2024;49;Mobile;8862;2
13635052;146784491;F-0324-1031332;01/03/2024;49;Mobile;8862;5
12929557;146786335;F-0324-1217487;03/03/2024;49;Mobile;5117;3
10868569;99759898;F-0324-0180956;03/03/2024;199;Mobile;2453;4
13634083;146782922;F-0224-1049144;01/02/2024;49;Mobile;8834;1
13634083;146782922;F-0324-1041226;01/03/2024;49;Mobile;8834;2
13639619;146793073;F-0324-1044578;01/03/2024;149;Mobile;9008;2
13483893;143979643;F-1223-1147554;04/12/2023;14899;Fixe;7099;5
13483893;143979643;F-0124-1144090;04/01/2024;14899;Fixe;7099;3
13483893;143979643;F-0324-1549507;04/03/2024;14899;Fixe;7099;4
13637820;146789780;F-0324-1542295;01/03/2024;26175;Fixe;8944;1
12726275;137617869;F-0324-1518515;02/03/2024;12879;Fixe;4667;2
12726275;137617869;F-0224-0724344;02/02/2024;249;Fixe;4667;2
13532564;144673264;F-0324-0180782;03/03/2024;14899;Fixe;7661;5
13390730;142656237;F-0324-0202354;03/03/2024;249;Fixe;6484;3
11859886;115207368;F-0324-1532761;04/03/2024;11162;Fixe;3424;4
9614532;145445594;F-0224-1211776;04/02/2024;14899;Fixe;1390;1
9614532;145445594;F-0124-1386132;04/01/2024;22877;Fixe;1390;2
9614532;145445594;F-0324-1557650;04/03/2024;449;Fixe;1390;2
11747835;114198569;F-0324-1511053;03/03/2024;12021;Fixe;3305;5
5069292;116564150;F-0324-1529662;04/03/2024;9628;Fixe;392;3
5069292;116564150;F-0224-0968403;04/02/2024;349;Fixe;392;4
13108512;137941410;F-0324-0033814;03/03/2024;99;Mobile;5533;1
13610811;145930097;F-0324-0174879;03/03/2024;49;Mobile;8551;2
12929557;134727798;F-0224-0020207;03/02/2024;199;Mobile;5117;2
12929557;134727798;F-0324-0197677;03/03/2024;199;Mobile;5117;5
13614197;146117388;F-0324-0174891;03/03/2024;49;Mobile;8590;3
10699803;118965039;F-0324-0165283;03/03/2024;249;Fixe;2327;4
13449891;143498848;F-0224-0149094;03/02/2024;49;Mobile;6872;1
13449891;143498848;F-0324-0172098;03/03/2024;49;Mobile;6872;2
13613406;146014746;F-0324-0185183;03/03/2024;99;Mobile;8583;2
11790501;113805106;F-0324-0184165;03/03/2024;99;Mobile;3352;5
12812982;133112308;F-0224-0029219;03/02/2024;249;Mobile;4852;3
12812982;133112308;F-0324-0207049;03/03/2024;249;Mobile;4852;4
13542788;144908763;F-0324-0160698;03/03/2024;14899;Fixe;7799;1
11878227;144673096;F-0324-0173158;03/03/2024;14899;Fixe;3445;2
10882263;99889660;F-0324-0108982;03/03/2024;240;Fixe;2467;2
11094521;143298070;F-0324-0102987;03/03/2024;249;Mobile;2638;5
11094521;143298070;F-0224-0993155;03/02/2024;249;Mobile;2638;3
13537689;144779061;F-0324-0179895;03/03/2024;49;Mobile;7737;4
10759593;98447399;F-0324-0159451;03/03/2024;349;Fixe;2372;1
11778549;131038751;F-0324-0132516;03/03/2024;249;Mobile;3339;2
12367465;123079736;F-0324-0066194;03/03/2024;249;Fixe;4132;2
11944553;144315163;F-0324-0160456;03/03/2024;99;Mobile;3551;5
13605722;145920843;F-0324-0155150;03/03/2024;49;Mobile;8496;3
12434862;145205698;F-0324-0115288;03/03/2024;49;Mobile;4245;4
13543328;144909685;F-0224-0125875;03/02/2024;49;Mobile;7805;1
13543328;144909685;F-0324-0160501;03/03/2024;49;Mobile;7805;2
12041717;118538066;F-0324-0046503;03/03/2024;249;Fixe;3680;2
12673747;144060175;F-0224-0151606;03/02/2024;99;Mobile;4587;5
12673747;144060175;F-0324-0144583;03/03/2024;99;Mobile;4587;3
11567213;118359273;F-0324-0179088;03/03/2024;249;Fixe;3089;4
11943161;144068699;F-0224-0095995;03/02/2024;49;Mobile;3549;1
11943161;144068699;F-0324-0118314;03/03/2024;49;Mobile;3549;2
11392653;143979584;F-0324-0197347;03/03/2024;249;Fixe;2919;2
13464986;143761954;F-0324-0136272;03/03/2024;14899;Fixe;6975;5
13604058;145917962;F-0324-0143981;03/03/2024;49;Mobile;8473;3
13530643;144669444;F-0324-0161367;03/03/2024;249;Mobile;7640;4
13649911;146962615;F-0224-1064734;01/02/2024;49;Mobile;9281;1
13649911;146962615;F-0324-1023073;01/03/2024;49;Mobile;9281;2
11799940;114004312;F-0324-0189317;03/03/2024;240;Mobile;3370;2
11799940;114004312;F-0224-0206381;03/02/2024;240;Mobile;3370;5
13110107;137944434;F-0224-0085656;03/02/2024;49;Mobile;5538;3
13110107;137944434;F-0324-0202490;03/03/2024;49;Mobile;5538;4
12863061;133904538;F-0224-0116561;03/02/2024;99;Mobile;4961;1
12863061;133904538;F-0324-0067692;03/03/2024;99;Mobile;4961;2
13644318;146881002;F-0324-1025125;01/03/2024;49;Mobile;9124;2
13646363;146884875;F-0324-1020273;01/03/2024;14899;Fixe;9182;5
10657612;97119574;F-0324-0992900;01/03/2024;49;Mobile;2280;3
10657612;97119574;F-0224-1051299;01/02/2024;69;Mobile;2280;4
13664912;147140453;F-0224-1146871;02/02/2024;49;Mobile;9748;1
13664912;147140453;F-0324-0991875;02/03/2024;49;Mobile;9748;2
13575020;145447694;F-0324-1012983;01/03/2024;14899;Fixe;8173;2
13641018;146874752;F-0224-1052877;01/02/2024;49;Mobile;9038;5
13641018;146874752;F-0324-1027264;01/03/2024;49;Mobile;9038;3
13634671;146783832;F-0324-1033747;01/03/2024;199;Mobile;8851;4
13634477;146783546;F-0224-1070049;01/02/2024;99;Mobile;8847;1
13634477;146783546;F-0324-1023981;01/03/2024;99;Mobile;8847;2
13501587;144240404;F-0224-0295316;01/02/2024;199;Mobile;7309;2
13501587;144240404;F-0324-1015000;01/03/2024;249;Mobile;7309;5
13638698;146791327;F-0224-1082479;01/02/2024;49;Mobile;8972;3
13638698;146791327;F-0324-1042135;01/03/2024;49;Mobile;8972;4
11473713;147692591;F-0324-1032593;01/03/2024;49;Mobile;2994;1
13651517;146965655;F-0324-1039393;01/03/2024;14899;Fixe;9329;2
13371744;148260231;F-0324-0992291;02/03/2024;99;Mobile;6404;2
13648393;146928743;F-0324-1042309;01/03/2024;49;Mobile;9235;5
13643338;146878933;F-0324-1021694;01/03/2024;49;Mobile;9096;3
13644256;146880899;F-0224-1075070;01/02/2024;49;Mobile;9123;4
13644256;146880899;F-0324-1034755;01/03/2024;49;Mobile;9123;1
13640813;146874373;F-0324-1042876;01/03/2024;49;Mobile;9033;2
13203612;145925088;F-0324-1015898;01/03/2024;14899;Fixe;5774;2
13633566;146756698;F-0324-1017076;01/03/2024;99;Mobile;8812;5
13643722;146879964;F-0324-1022948;01/03/2024;49;Mobile;9113;3
9228725;147139651;F-0324-1061314;04/03/2024;49;Mobile;1220;4
12643013;129804372;F-0324-1007263;01/03/2024;269;Mobile;4533;1
13638233;146790506;F-0324-1028528;01/03/2024;49;Mobile;8958;2
6502673;147434384;F-0224-1204751;04/02/2024;49;Mobile;752;2
6502673;147434384;F-0324-1062809;04/03/2024;49;Mobile;752;5
13320004;141514335;F-0324-1451784;04/03/2024;14899;Fixe;6131;3
13191329;139486096;F-0324-1389919;04/03/2024;249;Fixe;5747;4
13705112;148158076;F-0224-1504435;04/02/2024;402;Mobile;10941;1
13705112;148158076;F-0324-1503361;04/03/2024;1245;Mobile;10941;2
13705399;148158642;F-0324-1379904;04/03/2024;49;Mobile;10947;2
11336999;147607891;F-0324-1398385;04/03/2024;249;Mobile;2867;5
11922658;122411889;F-0324-1048609;04/03/2024;129;Mobile;3515;3
12420442;123983192;F-0324-1499846;02/03/2024;10759;Fixe;4226;4
12420442;123983192;F-0224-0715646;02/02/2024;240;Fixe;4226;1
13704564;148156824;F-0324-1462651;04/03/2024;14899;Fixe;10927;2
11576773;109769623;F-0324-1503674;04/03/2024;19035;Fixe;3095;2
13554957;145142108;F-0224-1163763;04/02/2024;49;Mobile;7935;5
13554957;145142108;F-0324-1373744;04/03/2024;49;Mobile;7935;3
11336999;148825351;F-0324-1437896;04/03/2024;12879;Mobile;2867;4
6373075;119147627;F-0324-1408443;04/03/2024;249;Fixe;718;1
12670636;130083555;F-0324-1497641;02/03/2024;8235;Mobile;4579;2
13702598;148079699;F-0324-1503259;04/03/2024;2745;Mobile;10890;2
3919962;115108978;F-0324-1400242;04/03/2024;240;Fixe;145;5
10645933;96805464;F-0324-1489799;03/03/2024;9103;Fixe;2271;3
3960613;136870907;F-0324-1408482;04/03/2024;249;Fixe;171;4
9892416;138650030;F-0324-1396551;04/03/2024;49;Mobile;1648;1
13445660;143430599;F-0324-1497705;02/03/2024;249;Mobile;6836;2
12035119;134305969;F-0324-1416260;04/03/2024;49;Mobile;3670;2
13700566;148025429;F-0324-1456232;04/03/2024;14899;Fixe;10833;5
12821083;133191425;F-0224-0777473;04/02/2024;249;Mobile;4863;3
12821083;133191425;F-0324-1392985;04/03/2024;249;Mobile;4863;4
13705215;148158269;F-0224-1447415;04/02/2024;49;Mobile;10944;1
13705215;148158269;F-0324-1347467;04/03/2024;49;Mobile;10944;2
12569728;128398412;F-0324-1494513;01/03/2024;12352;Mobile;4431;2
11900027;116064616;F-0324-1505023;04/03/2024;22345;Mobile;3476;5
4419446;144243731;F-0324-1394786;04/03/2024;249;Mobile;265;3
13633367;146756062;F-0324-1448651;04/03/2024;14899;Fixe;8806;4
13482043;143975426;F-0224-0851173;04/02/2024;49;Mobile;7087;1
13482043;143975426;F-0324-1379079;04/03/2024;49;Mobile;7087;2
13011946;135838538;F-0324-1359147;04/03/2024;49;Mobile;5284;2
6789332;145898776;F-0324-1405697;04/03/2024;249;Mobile;812;5
13702734;148080010;F-0324-1365683;04/03/2024;24898;Fixe;10893;3
13547872;144978197;F-0324-1463541;04/03/2024;14899;Fixe;7857;4
12696803;139424187;F-0324-1446867;04/03/2024;14899;Fixe;4613;1
13551858;145075745;F-0224-0768955;04/02/2024;99;Mobile;7902;2
13551858;145075745;F-0324-1377328;04/03/2024;99;Mobile;7902;2
13472452;143835720;F-0324-1379037;04/03/2024;24898;Fixe;7026;5
11535479;109243512;F-0324-1491801;01/03/2024;19214;Mobile;3064;3
13213460;139891021;F-0324-1444685;01/03/2024;10789;Fixe;5801;4
13473873;143838446;F-0324-1369144;04/03/2024;24898;Fixe;7032;1
9334315;148241334;F-0324-1420355;04/03/2024;229;Mobile;1246;2
3758549;140225828;F-0324-1466823;04/03/2024;7706;Fixe;87;2
3758549;140225828;F-0224-0929142;04/02/2024;14899;Fixe;87;5
13542021;144907508;F-0324-1440526;03/03/2024;14899;Fixe;7785;3
13697025;147937810;F-0324-1367354;04/03/2024;49;Mobile;10748;4
13701297;148026808;F-0224-1435298;04/02/2024;49;Mobile;10856;1
13701297;148026808;F-0324-1355778;04/03/2024;49;Mobile;10856;2
7503354;147693456;F-0324-1426202;04/03/2024;99;Mobile;951;2
8083165;145891392;F-0324-1395179;04/03/2024;49;Mobile;1041;5
13523804;144515597;F-0324-0516722;02/03/2024;199;Mobile;7575;3
12696803;130757310;F-1023-1414410;04/10/2023;11277;Mobile;4613;4
12696803;130757310;F-0923-0732034;04/09/2023;199;Mobile;4613;1
6451773;139226647;F-0324-1421979;04/03/2024;49;Mobile;742;2
4412151;145764223;F-0324-1406375;04/03/2024;149;Mobile;262;2
10679049;135646637;F-0324-0566286;02/03/2024;49;Mobile;2307;5
13160379;138832534;F-0324-0538526;02/03/2024;49;Mobile;5665;3
13599286;145894030;F-0324-0504737;02/03/2024;249;Mobile;8423;4
13582567;145608634;F-0324-0601367;02/03/2024;49;Mobile;8251;1
13637362;146788950;F-0224-1037168;01/02/2024;49;Mobile;8924;2
13637362;146788950;F-0324-1033924;01/03/2024;49;Mobile;8924;2
13449049;143496946;F-0324-0508737;02/03/2024;14899;Fixe;6867;5
13230050;140228194;F-0324-0593925;02/03/2024;249;Fixe;5847;3
11530215;109183649;F-0324-0482820;01/03/2024;49;Mobile;3057;4
11530215;109183649;F-0224-0350350;01/02/2024;49;Mobile;3057;1
12851200;134730092;F-0324-0520723;02/03/2024;199;Fixe;4934;2
13597840;145891364;F-0324-0605928;02/03/2024;49;Mobile;8408;2
11049275;101925512;F-0324-1045960;04/03/2024;49;Mobile;2603;5
13637023;146788301;F-0324-1031963;01/03/2024;99;Mobile;8915;3
13633661;146756827;F-0324-1016819;01/03/2024;49;Mobile;8816;4
7450086;147021370;F-0324-1066816;04/03/2024;14899;Fixe;939;1
13650997;146964550;F-0224-1049475;01/02/2024;49;Mobile;9311;2
13650997;146964550;F-0324-1041372;01/03/2024;49;Mobile;9311;2
13648868;146929592;F-0324-1028944;01/03/2024;49;Mobile;9254;5
13651163;146964896;F-0324-1021833;01/03/2024;14899;Fixe;9322;3
11293964;145899406;F-0324-1059144;04/03/2024;14899;Fixe;2830;4
13647236;146926705;F-0224-1065762;01/02/2024;99;Mobile;9202;1
13647236;146926705;F-0324-1029232;01/03/2024;99;Mobile;9202;2
13705208;148158256;F-0224-1436113;04/02/2024;803;Mobile;10943;2
13705208;148158256;F-0324-1347466;04/03/2024;249;Mobile;10943;5
13272557;140685176;F-0324-1012362;01/03/2024;49;Mobile;5963;3
13641668;146875958;F-0324-1024025;01/03/2024;49;Mobile;9056;4
11369621;147142450;F-0224-1067072;01/02/2024;49;Mobile;2892;1
11369621;147142450;F-0324-1040167;01/03/2024;49;Mobile;2892;2
13634263;147139741;F-0224-1046066;01/02/2024;49;Mobile;8837;2
13634263;147139741;F-0324-1023594;01/03/2024;49;Mobile;8837;5
13487616;144075187;F-0324-1015036;01/03/2024;49;Mobile;7127;3
12989464;135556764;F-0324-1439586;03/03/2024;199;Fixe;5244;4
13478981;143918607;F-0324-1379062;04/03/2024;49;Mobile;7068;1
13636143;146786481;F-0324-1492086;01/03/2024;18675;Mobile;8891;2
3967922;147256289;F-0224-1206146;04/02/2024;49;Mobile;175;2
3967922;147256289;F-0324-1412094;04/03/2024;49;Mobile;175;5
13424952;143040445;F-0324-1014493;01/03/2024;45;Mobile;6692;3
12929448;134727649;F-0324-1439578;03/03/2024;11818;Fixe;5115;4
13304322;141230493;F-0324-1441084;03/03/2024;6166;Fixe;6081;1
13304322;141230493;F-0224-0107910;03/02/2024;14901;Fixe;6081;2
8219029;149434070;F-0324-1434290;04/03/2024;49;Mobile;1069;2
12557818;127925473;F-0224-0841574;04/02/2024;199;Mobile;4412;5
12557818;127925473;F-0324-1375170;04/03/2024;199;Mobile;4412;3
13546922;144976473;F-0324-1504033;04/03/2024;17841;Mobile;7849;4
13545040;144972931;F-0324-1487576;03/03/2024;2745;Mobile;7822;1
13534701;144693882;F-0324-1440351;03/03/2024;14899;Fixe;7693;2
5973504;134306999;F-0324-1466787;04/03/2024;10293;Fixe;638;2
5973504;134306999;F-0224-0869331;04/02/2024;199;Fixe;638;5
9475512;147138983;F-0324-1433595;04/03/2024;249;Mobile;1291;3
13691799;147767459;F-0224-1521386;04/02/2024;5136;Mobile;10602;4
13691799;147767459;F-0324-1367329;04/03/2024;199;Mobile;10602;1
11915516;144689941;F-0324-1405781;04/03/2024;49;Mobile;3502;2
13695353;147934688;F-0324-1355747;04/03/2024;24898;Fixe;10695;2
12820980;149438357;F-0324-1393078;04/03/2024;49;Mobile;4862;5
12820980;149438357;F-0224-0772465;04/02/2024;99;Mobile;4862;3
3903209;140462205;F-0324-1407358;04/03/2024;99;Mobile;138;4
13700365;148024970;F-0324-1355774;04/03/2024;249;Mobile;10828;1
13470279;143831695;F-0224-0782831;04/02/2024;49;Mobile;7007;2
13470279;143831695;F-0324-1379262;04/03/2024;49;Mobile;7007;2
12561535;135692125;F-0324-1466235;04/03/2024;14901;Fixe;4419;5
13474890;144663122;F-0324-1384508;04/03/2024;199;Mobile;7039;3
12941598;134953043;F-0324-1348706;04/03/2024;249;Fixe;5138;4
11112068;118817395;F-0324-1373929;04/03/2024;49;Mobile;2660;1
12759752;131958225;F-0324-1391097;04/03/2024;249;Mobile;4724;2
13699780;148023753;F-0324-1367477;04/03/2024;49;Mobile;10813;2
13406662;146669394;F-0324-1379699;04/03/2024;249;Fixe;6557;5
12744447;147850901;F-0324-1422296;04/03/2024;24898;Fixe;4699;3
10040996;137792558;F-0324-1432354;04/03/2024;99;Mobile;1781;4
13466159;143824027;F-0324-1440329;03/03/2024;14899;Fixe;6979;1
13624082;146435678;F-0324-1362969;04/03/2024;199;Mobile;8702;2
13696651;147937332;F-0224-1157356;04/02/2024;49;Mobile;10734;2
13696651;147937332;F-0324-1367458;04/03/2024;49;Mobile;10734;5
11617805;121349382;F-0324-1487629;03/03/2024;2069;Fixe;3147;3
13115441;138105202;F-0324-1363075;04/03/2024;49;Mobile;5548;4
11677923;122558220;F-0324-1365362;04/03/2024;68;Mobile;3224;1
6816037;140894883;F-0324-1424177;04/03/2024;49;Mobile;826;2
13625030;146517610;F-0324-1362978;04/03/2024;249;Mobile;8711;2
11419138;139422887;F-0324-1443329;01/03/2024;14899;Fixe;2947;5
13123312;138323645;F-0324-1455789;04/03/2024;14899;Fixe;5572;3
13550728;145073470;F-0324-1451360;04/03/2024;14899;Fixe;7894;4
13407022;142923673;F-0324-1381468;04/03/2024;49;Mobile;6558;1
13116449;138167333;F-0324-1388738;04/03/2024;349;Fixe;5556;2
13627921;146593296;F-0324-1377599;04/03/2024;249;Mobile;8741;2
5889267;143300231;F-0324-1406162;04/03/2024;99;Mobile;612;5
12940702;134951183;F-0324-1357974;04/03/2024;249;Mobile;5136;3
11124266;103206775;F-0421-0419430;01/04/2021;48;Mobile;2670;4
13653880;146970050;F-0224-1150605;02/02/2024;49;Mobile;9398;1
13653880;146970050;F-0324-0952280;02/03/2024;49;Mobile;9398;2
13653307;146969080;F-0324-1497222;02/03/2024;16314;Mobile;9379;2
12667041;144150567;F-0324-0818045;04/03/2024;49;Mobile;4572;5
11124266;139689475;F-0324-0899254;04/03/2024;149;Mobile;2670;3
3820678;146965660;F-0324-1467165;04/03/2024;14899;Fixe;112;4
10716998;97940895;F-0324-1493199;01/03/2024;19214;Mobile;2341;1
9301977;147609140;F-0324-1416589;04/03/2024;249;Mobile;1234;2
13013796;135843422;F-0324-1503495;04/03/2024;601;Mobile;5289;2
13470398;143831950;F-0324-1461514;04/03/2024;14899;Fixe;7008;5
13480891;143972585;F-0324-1451925;04/03/2024;14899;Fixe;7081;3
13693363;147850681;F-0324-1380548;04/03/2024;49;Mobile;10651;4
9679992;147255564;F-0324-1502047;04/03/2024;18528;Mobile;1440;1
13403939;142856189;F-0324-1504022;04/03/2024;249;Mobile;6541;2
13626673;146590986;F-0324-1451490;04/03/2024;14899;Fixe;8730;2
13551908;145075824;F-0324-1381171;04/03/2024;49;Mobile;7903;5
9727931;139422608;F-0324-1501064;04/03/2024;16314;Mobile;1488;3
12372950;148270346;F-0324-1376603;04/03/2024;199;Mobile;4145;4
12876854;134172938;F-0324-1393845;04/03/2024;249;Fixe;4984;1
13141716;138522549;F-0324-1443724;01/03/2024;7193;Fixe;5620;2
13402556;142853480;F-0324-1355573;04/03/2024;49;Mobile;6529;2
13534173;144692492;F-0324-0042093;03/03/2024;14899;Fixe;7686;5
13316076;141447181;F-0324-0166196;03/03/2024;49;Mobile;6118;3
13459701;143532271;F-0324-0107167;03/03/2024;49;Mobile;6942;4
13539587;144843067;F-0324-0191607;03/03/2024;24898;Fixe;7766;1
13601409;145898094;F-0324-0129722;03/03/2024;99;Mobile;8441;2
11673232;111328231;F-0324-0182598;03/03/2024;240;Mobile;3217;2
10639170;96760567;F-0224-0189482;03/02/2024;240;Fixe;2268;5
10639170;96760567;F-0324-0132317;03/03/2024;240;Fixe;2268;3
13539936;144843531;F-0224-0055669;03/02/2024;49;Mobile;7770;4
13539936;144843531;F-0324-0181400;03/03/2024;49;Mobile;7770;1
13628008;146593428;F-0324-0765791;04/03/2024;199;Mobile;8742;2
13008154;142959766;F-0324-0794848;04/03/2024;249;Fixe;5276;2
12420542;123983444;F-0324-0699858;02/03/2024;249;Fixe;4227;5
12789063;145609076;F-0324-0691591;02/03/2024;249;Mobile;4800;3
11579390;109779469;F-0324-0759667;04/03/2024;240;Fixe;3099;4
12655688;129927911;F-0324-0703107;02/03/2024;249;Fixe;4559;1
11814258;114264283;F-0324-0636956;02/03/2024;240;Fixe;3382;2
13606320;145922000;F-0324-0044153;03/03/2024;249;Mobile;8501;2
13601164;145897653;F-0324-0046820;03/03/2024;99;Mobile;8438;5
13377901;142437097;F-0324-0102321;03/03/2024;14899;Fixe;6431;3
13608789;145926486;F-0324-0044165;03/03/2024;49;Mobile;8530;4
13544689;144972398;F-0224-0050871;03/02/2024;49;Mobile;7819;1
13544689;144972398;F-0324-0107407;03/03/2024;49;Mobile;7819;2
11878757;115630671;F-0324-0079178;03/03/2024;249;Fixe;3446;2
13605435;145920299;F-0324-0046842;03/03/2024;49;Mobile;8492;5
13530252;144668686;F-0324-0071270;03/03/2024;49;Mobile;7635;3
13379370;142455559;F-0324-0032225;03/03/2024;49;Mobile;6440;4
13103140;137811196;F-0324-0213956;03/03/2024;249;Fixe;5522;1
13240138;140341786;F-0324-0056176;03/03/2024;249;Fixe;5872;2
10874262;99772158;F-0324-0148250;03/03/2024;349;Fixe;2459;2
13378900;142454882;F-0324-0203934;03/03/2024;14899;Fixe;6435;5
11822075;114396286;F-0324-0080348;03/03/2024;249;Fixe;3391;3
13460981;143534586;F-0324-0198272;03/03/2024;14899;Fixe;6956;4
13452556;143503294;F-0224-0026279;03/02/2024;199;Mobile;6894;1
13452556;143503294;F-0324-0196657;03/03/2024;199;Mobile;6894;2
13187365;145697290;F-0324-0171121;03/03/2024;49;Mobile;5738;2
13542061;144907560;F-0324-0070888;03/03/2024;14899;Fixe;7788;5
12680928;130285405;F-0324-0212116;03/03/2024;99;Mobile;4596;3
12805334;143038692;F-0324-0140899;03/03/2024;49;Mobile;4837;4
10763743;98455474;F-0324-0166755;03/03/2024;240;Fixe;2376;1
12545748;127549469;F-0324-0164125;03/03/2024;249;Fixe;4392;2
12317844;122612176;F-0324-0160298;03/03/2024;240;Fixe;4058;2
13536785;144777507;F-0224-0106938;03/02/2024;99;Mobile;7726;5
13536785;144777507;F-0324-0041875;03/03/2024;99;Mobile;7726;3
13048455;136363929;F-0224-0021755;03/02/2024;48;Mobile;5381;4
13048455;136363929;F-0324-0059391;03/03/2024;49;Mobile;5381;1
13100061;137790932;F-0324-0213929;03/03/2024;249;Fixe;5512;2
11207881;104711968;F-0324-0134119;03/03/2024;240;Mobile;2762;2
11946859;116921459;F-0324-0150204;03/03/2024;249;Fixe;3553;5
12604860;129092417;F-0324-0087241;03/03/2024;249;Fixe;4482;3
13048547;136364184;F-0324-0058508;03/03/2024;49;Mobile;5382;4
13679782;147517273;F-0324-0909014;03/03/2024;99;Mobile;10191;1
13578645;145601421;F-0324-0274188;01/03/2024;49;Mobile;8217;2
12397503;145437770;F-0324-0384254;01/03/2024;49;Mobile;4189;2
13664620;147139884;F-0324-0966508;02/03/2024;49;Mobile;9738;5
13662226;147135425;F-0324-0958993;02/03/2024;14899;Fixe;9672;3
13656044;147023323;F-0324-0969084;02/03/2024;49;Mobile;9472;4
13683613;147604235;F-0324-0913034;03/03/2024;99;Mobile;10327;1
13684211;147605521;F-0324-0946489;03/03/2024;49;Mobile;10348;2
12901233;134476445;F-0324-0399424;01/03/2024;14901;Fixe;5045;2
12405640;148251724;F-0324-0968869;02/03/2024;194;Mobile;4203;5
12672039;130087371;F-0324-0887301;04/03/2024;249;Fixe;4581;3
6782482;132291398;F-0324-0831026;04/03/2024;249;Fixe;809;4
13685042;147607312;F-0324-0928640;03/03/2024;49;Mobile;10376;1
5335589;145334785;F-0324-0838740;04/03/2024;49;Mobile;460;2
13514082;148021047;F-0324-0987018;02/03/2024;199;Mobile;7458;2
13526477;144600998;F-0324-0975648;02/03/2024;10399;Mobile;7601;5
6824898;146012195;F-0324-0822689;04/03/2024;199;Mobile;833;3
13541578;144906636;F-0324-0944574;03/03/2024;49;Mobile;7783;4
12265172;147143933;F-0324-1378418;04/03/2024;199;Mobile;3981;1
4413411;143825904;F-0324-1501801;04/03/2024;7548;Mobile;263;2
9301675;144514890;F-0324-1467145;04/03/2024;14899;Fixe;1233;2
13503036;144243060;F-0324-1492672;01/03/2024;18031;Mobile;7328;5
13629916;146669187;F-0324-1388208;04/03/2024;49;Mobile;8760;3
13158796;147695465;F-0324-1298566;02/03/2024;249;Mobile;5663;4
13122872;138242460;F-0324-1350677;04/03/2024;49;Mobile;5571;1
13435529;143204806;F-0224-1492870;02/02/2024;18675;Mobile;6770;2
13435529;143204806;F-0324-1498380;02/03/2024;18675;Mobile;6770;2
13625104;146517735;F-0324-1504144;04/03/2024;199;Mobile;8712;5
13269470;140679914;F-0324-1254720;01/03/2024;59;Mobile;5950;3
